Source Table	Lab ID	Station Name	Station ID	Sample Date	Sample Time	Sample Medium Code	Sample Type	Parameter Code	Method	Dilution	Remark Code	Qualifier	Result	Concentration pM/L	Final Result	Result Units	RL Type	RL	MDL	Spike Recovery	High Spike Limit	Low Spike Limit	Blank Value	Delete Code	Parameter	Lab Code	Schedule	User Code	Project Account	Project Chief	Collector	Project	State	County	Geologic Unit	Analysis Status	Analysis Source	Hydrologic Event	Hydrologic Condition	Login Date	Analysis Date	Release Date	NWQL Proposal	Analyzing Laboratory	Element	Isotope	Molecular weight	NASC µg/g (Taylor_McClennan 1984)	NASC normalized concentration
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	1110	PLM43	1			0.0048	34.2563517	<0.10	ug/L	mrl	0.1	0.1						"cerium,fil,icp-ms"	2919	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ce	140	140.12	73	6.57534E-08
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	1180	PLM43	1			0.0019	13.6784133	<0.10	ug/L	mrl	0.1	0.1						"lanthanum,fil,icp-ms"	2977	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	La	139	138.905	32	5.9375E-08
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	1194	PLM43	1			0.0025	14.44752658	<0.10	ug/L	mrl	0.1	0.1						"ytterbium,fil,icp-ms"	3087	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Yb	174	173.04	3.1	8.06452E-07
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	50573	PLM43	1			0.0031	18.53401889	<0.10	ug/L	mrl	0.1	0.1						"erbium,fil,icp-ms"	2933	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Er	167	167.26	3.4	9.11765E-07
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	50574	PLM43	1			0.0124	81.60042116	<0.10	ug/L	mrl	0.1	0.1						"europium,fil,icp-ms"	2937	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Eu	151	151.96	1.24	0.00001
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	50575	PLM43	1			0.0032	20.34976153	<0.10	ug/L	mrl	0.1	0.1						"gadolinium,fil,icp-ms"	2941	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Gd	158	157.25	5.2	6.15385E-07
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	50577	PLM43	1			0.0007	4.244214529	<0.10	ug/L	mrl	0.1	0.1						"holmium,fil,icp-ms"	2961	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ho	165	164.9304	1.04	6.73077E-07
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	50579	PLM43	1			0.005	34.66444814	<0.10	ug/L	mrl	0.1	0.1						"neodymium,fil,icp-ms"	2991	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Nd	146	144.24	33	1.51515E-07
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	50582	PLM43	1			0.0013	9.225746931	<0.10	ug/L	mrl	0.1	0.1						"praseodymium,fil,icp-ms"	3017	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Pr	141	140.91	7.9	1.64557E-07
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	50586	PLM43	1			0.0009	5.663034354	<0.10	ug/L	mrl	0.1	0.1						"terbium,fil,icp-ms"	3063	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tb	159	158.9254	0.85	1.05882E-06
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	50587	PLM43	1			0.0002	1.183894302	<0.10	ug/L	mrl	0.1	0.1						"thulium,fil,icp-ms"	3073	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tm	169	168.934	0.5	0.0000004
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	62844	PLM43	1			0.007	40.00754428	<0.10	ug/L	mrl	0.1	0.1						"lutetium,fil,icp-ms"	2981	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Lu	175	174.967	0.48	1.45833E-05
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	82323	PLM43	1			0.0009	5.985634477	<0.10	ug/L	mrl	0.1	0.1						"samarium,fil,icp-ms"	3037	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Sm	147	150.36	5.7	1.57895E-07
index-12cfm	20103560096	"Honey Creek at Wauwatosa, WI"	4087119	12/19/2010	124400	WS	9	82331	PLM43	1			0.0008	4.923076923	<0.10	ug/L	mrl	0.1	0.1						"dysprosium,fil,icp-ms"	2929	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Dy	163	162.5	5.8	1.37931E-07
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	1110	PLM43	1			0.0151	107.7647731	<0.10	ug/L	mrl	0.1	0.1						"cerium,fil,icp-ms"	2919	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ce	140	140.12	73	2.06849E-07
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	1180	PLM43	1			0.0078	56.1534862	<0.10	ug/L	mrl	0.1	0.1						"lanthanum,fil,icp-ms"	2977	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	La	139	138.905	32	2.4375E-07
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	1194	PLM43	1			0.0021	12.13592233	<0.10	ug/L	mrl	0.1	0.1						"ytterbium,fil,icp-ms"	3087	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Yb	174	173.04	3.1	6.77419E-07
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	50573	PLM43	1			0.0022	13.1531747	<0.10	ug/L	mrl	0.1	0.1						"erbium,fil,icp-ms"	2933	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Er	167	167.26	3.4	6.47059E-07
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	50574	PLM43	1			0.012	78.96814951	<0.10	ug/L	mrl	0.1	0.1						"europium,fil,icp-ms"	2937	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Eu	151	151.96	1.24	9.67742E-06
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	50575	PLM43	1			0.0049	31.16057234	<0.10	ug/L	mrl	0.1	0.1						"gadolinium,fil,icp-ms"	2941	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Gd	158	157.25	5.2	9.42308E-07
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	50577	PLM43	1			0.0006	3.637898168	<0.10	ug/L	mrl	0.1	0.1						"holmium,fil,icp-ms"	2961	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ho	165	164.9304	1.04	5.76923E-07
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	50579	PLM43	1			0.007	48.5302274	<0.10	ug/L	mrl	0.1	0.1						"neodymium,fil,icp-ms"	2991	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Nd	146	144.24	33	2.12121E-07
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	50582	PLM43	1			0.0025	17.74182102	<0.10	ug/L	mrl	0.1	0.1						"praseodymium,fil,icp-ms"	3017	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Pr	141	140.91	7.9	3.16456E-07
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	50586	PLM43	1			0.0009	5.663034354	<0.10	ug/L	mrl	0.1	0.1						"terbium,fil,icp-ms"	3063	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tb	159	158.9254	0.85	1.05882E-06
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	50587	PLM43	1			0.0006	3.551682906	<0.10	ug/L	mrl	0.1	0.1						"thulium,fil,icp-ms"	3073	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tm	169	168.934	0.5	0.0000012
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	62844	PLM43	1			0.0005	2.857681734	<0.10	ug/L	mrl	0.1	0.1						"lutetium,fil,icp-ms"	2981	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Lu	175	174.967	0.48	1.04167E-06
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	82323	PLM43	1			0.0042	27.93296089	<0.10	ug/L	mrl	0.1	0.1						"samarium,fil,icp-ms"	3037	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Sm	147	150.36	5.7	7.36842E-07
index-12cfm	20103560097	"Menomonee River at 16th and Canal, Milwaukee, WI"	4087142	12/19/2010	124400	WS	9	82331	PLM43	1			0.0027	16.61538462	<0.10	ug/L	mrl	0.1	0.1						"dysprosium,fil,icp-ms"	2929	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Dy	163	162.5	5.8	4.65517E-07
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	1110	PLM43	1			0.0087	62.08963745	<0.10	ug/L	mrl	0.1	0.1						"cerium,fil,icp-ms"	2919	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ce	140	140.12	73	1.19178E-07
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	1180	PLM43	1			0.0017	12.23858032	<0.10	ug/L	mrl	0.1	0.1						"lanthanum,fil,icp-ms"	2977	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	La	139	138.905	32	5.3125E-08
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	1194	PLM43	1			0.0017	9.824318077	<0.10	ug/L	mrl	0.1	0.1						"ytterbium,fil,icp-ms"	3087	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Yb	174	173.04	3.1	5.48387E-07
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	50573	PLM43	1			0.003	17.93614732	<0.10	ug/L	mrl	0.1	0.1						"erbium,fil,icp-ms"	2933	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Er	167	167.26	3.4	8.82353E-07
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	50574	PLM43	1			0.0145	95.41984733	<0.10	ug/L	mrl	0.1	0.1						"europium,fil,icp-ms"	2937	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Eu	151	151.96	1.24	1.16935E-05
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	50575	PLM43	1			0.0015	9.538950715	<0.10	ug/L	mrl	0.1	0.1						"gadolinium,fil,icp-ms"	2941	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Gd	158	157.25	5.2	2.88462E-07
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	50577	PLM43	1			0.0003	1.818949084	<0.10	ug/L	mrl	0.1	0.1						"holmium,fil,icp-ms"	2961	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ho	165	164.9304	1.04	2.88462E-07
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	50579	PLM43	1			0.0028	19.41209096	<0.10	ug/L	mrl	0.1	0.1						"neodymium,fil,icp-ms"	2991	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Nd	146	144.24	33	8.48485E-08
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	50582	PLM43	1			0.0009	6.387055567	<0.10	ug/L	mrl	0.1	0.1						"praseodymium,fil,icp-ms"	3017	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Pr	141	140.91	7.9	1.13924E-07
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	50586	PLM43	1			0.0004	2.516904158	<0.10	ug/L	mrl	0.1	0.1						"terbium,fil,icp-ms"	3063	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tb	159	158.9254	0.85	4.70588E-07
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	50587	PLM43	1			0.0009	5.327524359	<0.10	ug/L	mrl	0.1	0.1						"thulium,fil,icp-ms"	3073	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tm	169	168.934	0.5	0.0000018
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	62844	PLM43	1			0.0005	2.857681734	<0.10	ug/L	mrl	0.1	0.1						"lutetium,fil,icp-ms"	2981	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Lu	175	174.967	0.48	1.04167E-06
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	82323	PLM43	1			0.0036	23.94253791	<0.10	ug/L	mrl	0.1	0.1						"samarium,fil,icp-ms"	3037	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Sm	147	150.36	5.7	6.31579E-07
index-12cfm	20103560098	"Underwood Creek at Wauwatosa, WI"	4087088	12/19/2010	125500	WS	9	82331	PLM43	1			0.0009	5.538461538	<0.10	ug/L	mrl	0.1	0.1						"dysprosium,fil,icp-ms"	2929	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20101222	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Dy	163	162.5	5.8	1.55172E-07
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	1110	PLM43	1			0.0039	27.83328576	<0.10	ug/L	mrl	0.1	0.1						"cerium,fil,icp-ms"	2919	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ce	140	140.12	73	5.34247E-08
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	1180	PLM43	1			0.0034	24.47716065	<0.10	ug/L	mrl	0.1	0.1						"lanthanum,fil,icp-ms"	2977	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	La	139	138.905	32	1.0625E-07
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	1194	PLM43	1			0.0035	20.22653722	<0.10	ug/L	mrl	0.1	0.1						"ytterbium,fil,icp-ms"	3087	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Yb	174	173.04	3.1	1.12903E-06
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	50573	PLM43	1			0.0028	16.74040416	<0.10	ug/L	mrl	0.1	0.1						"erbium,fil,icp-ms"	2933	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Er	167	167.26	3.4	8.23529E-07
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	50574	PLM43	1			0.0218	143.4588049	<0.10	ug/L	mrl	0.1	0.1						"europium,fil,icp-ms"	2937	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Eu	151	151.96	1.24	1.75806E-05
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	50575	PLM43	1			0.0033	20.98569157	<0.10	ug/L	mrl	0.1	0.1						"gadolinium,fil,icp-ms"	2941	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Gd	158	157.25	5.2	6.34615E-07
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	50577	PLM43	1			0.0007	4.244214529	<0.10	ug/L	mrl	0.1	0.1						"holmium,fil,icp-ms"	2961	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ho	165	164.9304	1.04	6.73077E-07
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	50579	PLM43	1			0.0039	27.03826955	<0.10	ug/L	mrl	0.1	0.1						"neodymium,fil,icp-ms"	2991	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Nd	146	144.24	33	1.18182E-07
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	50582	PLM43	1			0.0013	9.225746931	<0.10	ug/L	mrl	0.1	0.1						"praseodymium,fil,icp-ms"	3017	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Pr	141	140.91	7.9	1.64557E-07
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	50586	PLM43	1			0.0007	4.404582276	<0.10	ug/L	mrl	0.1	0.1						"terbium,fil,icp-ms"	3063	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tb	159	158.9254	0.85	8.23529E-07
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	50587	PLM43	1			0.0005	2.959735755	<0.10	ug/L	mrl	0.1	0.1						"thulium,fil,icp-ms"	3073	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Tm	169	168.934	0.5	0.000001
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	62844	PLM43	1			0.0014	8.001508856	<0.10	ug/L	mrl	0.1	0.1						"lutetium,fil,icp-ms"	2981	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Lu	175	174.967	0.48	2.91667E-06
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	82323	PLM43	1			0.0036	23.94253791	<0.10	ug/L	mrl	0.1	0.1						"samarium,fil,icp-ms"	3037	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Sm	147	150.36	5.7	6.31579E-07
index-12cfm	20110110038	"Honey Creek at Wauwatosa, WI"	4087119	1/5/2011	100100	WS	9	82331	PLM43	1			0.003	18.46153846	<0.10	ug/L	mrl	0.1	0.1						"dysprosium,fil,icp-ms"	2929	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Dy	163	162.5	5.8	5.17241E-07
index-12cfm	20110110039	"Underwood Creek at Wauwatosa, WI"	4087088	1/5/2011	103300	WS	9	1110	PLM43	1			0.0089	63.51698544	<0.10	ug/L	mrl	0.1	0.1						"cerium,fil,icp-ms"	2919	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Ce	140	140.12	73	1.21918E-07
index-12cfm	20110110039	"Underwood Creek at Wauwatosa, WI"	4087088	1/5/2011	103300	WS	9	1180	PLM43	1			0.002	14.39832979	<0.10	ug/L	mrl	0.1	0.1						"lanthanum,fil,icp-ms"	2977	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	La	139	138.905	32	6.25E-08
index-12cfm	20110110039	"Underwood Creek at Wauwatosa, WI"	4087088	1/5/2011	103300	WS	9	1194	PLM43	1			0.0027	15.60332871	<0.10	ug/L	mrl	0.1	0.1						"ytterbium,fil,icp-ms"	3087	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Yb	174	173.04	3.1	8.70968E-07
index-12cfm	20110110039	"Underwood Creek at Wauwatosa, WI"	4087088	1/5/2011	103300	WS	9	50573	PLM43	1			0.0008	4.782972617	<0.10	ug/L	mrl	0.1	0.1						"erbium,fil,icp-ms"	2933	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Er	167	167.26	3.4	2.35294E-07
index-12cfm	20110110039	"Underwood Creek at Wauwatosa, WI"	4087088	1/5/2011	103300	WS	9	50574	PLM43	1			0.023	151.3556199	<0.10	ug/L	mrl	0.1	0.1						"europium,fil,icp-ms"	2937	2333	WI	GC11NK009KPL200	SRCORSI	akbaldwi		WI			U	3	9	A	20110111	20110118	20110119	CL09016	"""""USGS-National Water Quality Lab, Denver, CO """""	Eu	151	151.96	1.24	1.85484E-05
